text,ref,translated
Ame kukua ƒe ƒometɔwo ate ŋu atso nya me le afisi woaɖi woƒe lɔlɔ̃tɔa le ŋu.,The deceased's relatives can decide where to bury their loved one.,The deceased's family members can decide where to bury their loved one.
"Woade se ɖe V8/V6 tɔdziʋuwo alo tɔdziʋu ɖesiaɖe si ƒe gbeɖiɖi sɔ kple esia hehe nu, negbe mɔzɔzɔ yi kɔƒenutowo me ko.","Towing of the V8/V6 vessels or any vessel of similar tone will be prohibited, except for trips to rural areas.","A ban will be placed on V8/V6 vehicles or any vehicle with a similar sound, except for travel to rural areas."
Esesẽna ŋutɔ be ame siwo ƒoa wo ɖokuiwo ɖe teƒe vovovowo la nawɔ nu aduadu.,It's quite hard to mix with people of different cultural beriefs.,It is very difficult for people who are in different places to work together.
Edze be na xe adzɔga nenye be ne le asi tsam le anyigba sɔe aɖe dzi.,"You have the power to change the undesirable things around you, emphasizing personal agency and empowerment.",You must pay rent if you are occupying a piece of land.
"Nu siwo wozãna tsɔ ƒoa asa na asrãdɔ nye atikewo, mu ɖaɖe nuwo ɖa kple ale si womate ŋu aƒo asa na nuɖuɖu o.","Methods used to prevent malaria include medications, mosquito elimination and the prevention of bites.","The things used to prevent malaria are medicines, cleaning up things, and how they cannot avoid food."
"Nyɔnuvi dzetugbee wònye, gake ate ŋu aƒo nu kplii, gake melɔ̃ ɖe edzi kura o, togbɔ be ɖevia vivina hã la, eléa ɖoɖo ɖe edzi ɣesiaɣi, eye taɖua megahea ta na dzila aɖeke vɛ o.","She is a beautiful girl, but she is just too much trouble. She can talk, she can argue, but she never agrees. Her brother however is a sweet boy. He is always calm, and never causes his parents any headaches.","She is a beautiful girl, and though you can talk to her, she never agrees to anything. Even though the child is sweet, she is always disciplined, and she no longer causes trouble for any parent."
Dunyahela ate ŋu anɔ dunyaheha ɖesiaɖe me faa.,A politician is free to belong to any political party.,A politician can freely belong to any political party.
poliswo le dɔ wɔm kple bɔswo dzi kpɔlawo be yewoakpɔ egbɔ ɣeyiɣi didi aɖe.,Police are working with bus managers to find a long term solution.,The police are working with bus supervisors to ensure it for a long time.
Dukɔmevi akpa gãtɔ xɔ edzi se be ate ŋu awɔe eye wòawɔe geɖe wu.,Most of the citizens believe in him that he can do it and do it more.,The majority of citizens believed that they could do it and would do even more.
Asitsalawo adzɔ ga na bɔlƒoƒea tutu.,The business community will contribute funds for the construction of the stadium.,Business people will raise funds for the construction of the football field.
Kpekpe aɖe nɔ anyi ku ɖe motsyɔnu si woama na sitsoƒedilaawo ŋu.,There was a meeting about the face mask distribution to the refugees.,A meeting was held concerning the vehicles to be distributed to the refugees.
"Enɔ ɖevi si gbɔ wòtso, eye wònɔ kɔƒea me, le ŋuve me kple ƒu si te ɖe ƒu la ŋu.","He lived a carefree childhood, spent in the village, in the bush, and on the nearby sea.","He/She was with the child from whom he/she came, and he/she was in the village, in the sun, and the sea that was close to the coast."
