text,ref,translated,similarity_score
"Deɛ ɛtwa toɔ no, sɛ wotaa di aduaba yi a, ɛbɛboa ama wo nipadua no atumi ako atia yareɛ koankorɔ binom na asane nso ama nipadua no fa a ɛko tia nyarewa no atumi ayɛ adwuma yie.","Finally, regular consumption of this fruit will help your body fight off certain diseases and also improve the immune system.","In summary, if you regularly eat this fruit, it will help your body to be able to fight against certain diseases and also help the part of the body that fights against illness to function well.",0.955078125
"Ebinom fa nneyɛeɛ a ɛsɛ sɛ yɛda no adi ma yɛn nsa ka apɔmuden pa ho, ebinom fa nnuane a ɛsɛ sɛ yɛdi, nnuro a ɛsɛ sɛ yɛtumi fa ne dodoɔ a ɛtwa sɛ yɛde kɔ yɛn nipadua mu ho.","Some are about the behaviors we need to exhibit to achieve good health, others are about the foods we need to eat, the medications we need to be able to take and the amounts we need to take into our bodies.","Some are about behaviors that we should exhibit to help us maintain good health, some are about the foods we should eat, medicines we should be able to take and the appropriate amounts we should put into our bodies.",0.9365234375
"Ɛbinom nso wᴐ hᴐ a sε wᴐdi aduane a wᴐn yafunu mpε anaa εnyε mma wᴐn yafunu a, εma wᴐnya ayamtim anaa εma wᴐn ayamtim yε kεse.",There are others who develop or aggravate asthma when they eat foods that their stomachs do not like or are not suitable for their stomachs.,"There are also some people for whom when they eat food, their stomachs don't like it or it doesn't suit their stomachs, it causes them diarrhea or makes their diarrhea worse.",0.60498046875
Ayaresabea nyɛ fie.,Hospital is not like home.,The hospital is not a home.,0.81201171875
"Ɛwom, obi nhyɛ da ntwɛn sɛ yadeɛ bi bɛba ne so, anaasɛ ɔnyɛ obiara pɛ me sɛ ɔbɛkɔ mmerɛyɛ mu.","Although nobody lives to await sickness, nor wishes to fall sick or become weak.","True, no one ever expects to get sick, or not everyone wants to go through hard times.",0.64404296875
"3. Wɔ Bono Mantam; Baka a ɛwɔ Bui, Nsuo mu ban a ɛwɔ Bui.","3. In Bono County; Baka at Bui, Water fence at Bui.","3. In the Bono Region; The Baka in Bui, The Dam/Water barrier in Bui.",0.8359375
"Wɔtumi dua ntɔmmɛ, aborɔbɛ anaasɛ kwadu wɔ wɔn mfuo no ano de to hyeɛ.","They can create these boundaries with pineapple, banana, or any such plant.","They can plant peppers, pineapples or bananas at the edges of their farms to serve as boundaries.",0.75537109375
Ɛbεboa yεn Abibifoᴐ yi nso ama yεahunu sε adeε titire a εde ewiem nsakraeε ba ne nnua mu kaabᴐn a εnni soro wᴐ yεn nsase soᴐ no.,It will also help us Africans to recognize that the main cause of climate change is the lack of carbon dioxide in our lands.,It will also help us Africans to understand that the main thing that causes climate change is the carbon in trees that has no height on our land.,0.912109375
"Nnipa bebree na kɔ kommyɛ mu ɛnam yadeɛ a ɛteetee wɔn nti, ɛno nti metu wo fo sɛ, ma w'apɔmuden ho nhia wo.","A lot of people turn to be depressed when suffering sickness. Hence, you're advised to be very vigilant about your health.","Many people have gone into retirement due to illnesses that have broken them down, so I advise you to take your health seriously.",0.44970703125
"Saa nneyԑeԑ yi si nnuannennuro a ԑwᴐ aduane no mu no kwan, na ԑmma no nnyԑ deԑ ԑsԑ sԑ ԑyԑ wᴐ nipadua no mu.","These processes interfere with the absorption of nutrients in the food, preventing them from doing what they should in the body.","This substance blocks the path of the nutrients that are in the food, and prevents them from doing what they are supposed to do in the body.",0.76513671875
"Nanso deɛ ɛteɛ ne sɛ, ntoma ankasa deɛ, n'abɔseɛ mfiri Akanman mu.",But the fact is that the cloth itself is not of Akan origin.,"But the truth is, the cloth itself, its origin is not from Akan land.",0.93896484375
"Wᴐkyerε sε, berε a mfifideε de kaabᴐn yi sie no yε adeε a nsesan ne nwura ahodoᴐ binom a wᴐnyini wᴐ mmerε binom mu deε no yε tia, εna nnua a afe biara wᴐnyini no nso deε ware kakra.",It is shown that the storage time of this carbon by plants is shorter than that of some seasonal weed species and slightly longer than that of annual trees.,"It shows that, the period during which the plant stores this carbon is short for some annual and perennial herbs, while it is slightly longer for trees that grow every year.",0.8310546875
"Ɛte sei deɛ a, ɛnneɛ adɛn na awofoɔ binom bu wɔn mma abam ma wɔhunu wɔn ho sɛ mfasoɔ biara nni wɔn so yi?","Why, then, do some parents discourage their children for them to feel worthless?","So then, why do some parents today neglect their children to the point where they see no value in them?",0.75341796875
Wei maa no bɛfaa n’adwomfoɔ no bi kɔkaa ho maa wɔkyerɛɛ Asanteman adwinneɛ.,This made him to come and pick some of his people to add up and to teach Asanteman sense.,This caused some of his musicians to join and showcase Asante culture/craftsmanship.,0.5048828125
Kwan a Obi Bɛtumi Afa so Abɔ ne Ho ban a Ne Dwonsɔtoa a Ɛkyi Nsuo Ho Nka.,How to Protect Yourself Without Sensitivity to Water-Averse Bowel,A Way Someone Can Protect Themselves from the Harmful Effects of Their Water-Resistant Spray Bottle.,0.3203125
"Tɔfabɔ mu no, ahwɛgorɔ yi fa aberanteɛ bi a wɔfrɛ no Isaac ho, Ɔyɛ ɔbarima bi a n'afipamfoɔ nyinaa pɛ n'asɛm pa ara.","In part, this play is about a young man named Isaac, He is a man who is very popular with all his neighbors.","In the match, this game is about a young man called Isaac. He is a man whose friends all wish him well.",0.6259765625
"Mo mmienu nyi nna bi nsi hᴐ a mode bԑyԑ biribi soronko koraa; sԑ ԑyԑ agodie, mpaebᴐ, anaa sԑ morekᴐgye moani abᴐ mu wᴐ baabi soronko bi wc berԑ soronko bi mu.","Set aside days for the two of you to do something completely different; whether it is playing, praying, or having fun together in a special place at a special time.","You two should have a day where you do something special together; whether it's a fun activity, prayer, or going on a retreat somewhere special at a particular time.",0.8046875
Ɛnneɛ adɛn na wonkyɛ mma afoforɔ na wɔn nso nnya mu kyɛfa?,So why not share it with others so they can share in it?,Why don't you share with others today so that they too can have a portion?,0.51416015625
Ebi nni ho nso a wɔtwerɛ no sɛ ɔyɛ 'negative'.,"if some is not there, they write it negative.",There is none but it is written as 'negative'.,0.69775390625
Adidie basabasa bi te sɛ asikyire anaa adɔkɔdɔkɔ nnuanedie bebree nso tumi kɔfa saa yadeɛ yi ba.,eating more sugar or eating more sweet foods can also cause this disease.,Some unhealthy foods like sugar or many sweet foods can also bring about this disease.,0.89892578125
"Afei nso, wɔsan kyerɛ sɛ, salmɔn tumi boa ma nipadua no nya Vaetamɛn D a ɛboa ma apemfoɔ ne abɔfra no nyinaa nnompe mu yɛ den na wɔsan nya apɔmuden pa nso.","In addition, salmon is also shown to provide vitamin D, which helps to strengthen bones and restore good health in both the mother and child.","Furthermore, they also indicate that salmon can help the body obtain Vitamin D which helps strengthen the bones and teeth of both adults and children and also helps them achieve good overall health.",0.90234375
Sԑ wo ne obi de paneԑ koro anaa nneԑma a wᴐde yԑ nnuro ho adwuma,If you share the same pants or equipment,If you and someone share a needle or items used for drug use,0.48095703125
"Amansini nnan binom wɔ hɔ a, ɛwom sɛ wɔn ho kyere wɔn deɛ, nanso ɛnyɛ nea ano yɛ den sɛ nkaeɛ a yɛabobɔ so no.","there are four other districts, though they also live in poverty, but it is not all that serious as those that have been mentioned.","There are four countries that, while they show some promise, they are not as strong as the remaining summaries we have compiled.",0.3603515625
"Yei kyerɛ sɛ, ɔdii adeɛ mfeɛ aduoson ne nnafua ahanu ne dunan.","This shows that she reigned as a Queen for seventy (70) years, two hundred and fourteen(214) days.","This means that, he/she reigned for seventy years and two hundred and fourteen days.",0.76806640625
"Nanso, wɔn a wɔdua tɔn no deɛ, wɔdua nnɔbaeɛ baako pɛ wɔ asase kɛseɛ pa ara so.","However, the ton growers grow only one crop on a very large area.","But, those who sow on good soil, they bear only one fruit on very good ground.",0.55078125
Afei pra wo dan mu berɛ biara na siesie hɔ.,Then clean and tidy your room regularly.,Now sweep your room always and tidy up the place.,0.76171875
"Awofoɔ, momma mo anom nsɛm nyɛ nhyira deɛ wɔ mo mma so.","Parents, let your words be a blessing to your children.","Parents, let your words be a blessing upon your children.",0.98876953125
"Saa nsa mmienu yinom mu na wɔtumi noa, sɔne so, bɛnya apɛtɛsi.",From these two wines is where they are able to produce the alcoholic beverage called akpeteshie.,"Among these two hands, one can cook, pound, and obtain palm wine.",0.31396484375
Nnawɔtwe yi ahyɛaseɛ mu ara na Ghana sikakorabea ne sikakorabea ahodoɔ ne mpanimfoɔ a wɔda sikakorabea a ɛsesa sika kɔ sika foforɔ mu no hyiaeɛ.,"At the beginning of this week, the Ghana Bankers Association held a meeting with the Bank of Ghana to discuss strategies and measures for effectively managing the country's financial resources.","At the very beginning of this week, the Ghana Stock Exchange and various financial institutions and executives who are in the financial sector that converts currency to new currency met.",0.67822265625
"Tete no, na sɛ ɔbaa anaa ɔbarima bi nwo a, wɔtumi gyina so gu awareɛ no.","In the olden  days, if a man or a woman is impotent, they sometimes rely on it to de-solve the marriage.","In the past, if a woman or man was barren, they could use that as grounds for divorce.",0.58251953125
"Anas Aremeyaw Anas de too dwa sɛ, Owura Charles Adu Boahen kaa sɛ, ""Sika a Ɔmanpanin abɛdiakyire no hia ara ne Amerika sika $200,000 a ɛbɛdi adanseɛ sɛ onipa a ɔrehwehwɛ adwuma no ayɛ krado sɛ ɔpɛ sɛ ɔhunu no ne no di nkitaho biara a ɛfa adwuma no ho sɛdeɛ ɛsɛ.","Anas Aremeyaw Anas announced that Mr. Charles Adu Boahen said, ""The only money the Vice President needs is US$200,000 to prove that the person applying for the job is willing to see him and make any contact with him of the work properly.","Anas Aremeyaw Anas played a video showing that Mr. Charles Adu Boahen said, ""The only money the President's representative needs is $200,000 in American dollars as proof that the person seeking the job is serious enough to want to meet with him for any discussions related to the job as it should be.",0.84912109375
"Ɛno nti, εyε a ᴐmpε sε ᴐbεhunu saa asεm no bi anaa biribi a εte saa.","Therefore, sometimes he may not want to experience that incident or something of that sort.","Therefore, it is as if he does not want to see such a matter or anything like that.",0.654296875
"Ɛno nti, Akanfoɔ ntoto abadintoɔ amammerɛ yi ase koraa.","Therefore, the Akans do not overlook this traditional naming culture at all.","Therefore, the Akans take the naming ceremony tradition very seriously.",0.61572265625
"Nsɛm bi a ekuo no de too dwa mu no, wɔkaa sɛ, wɔgye tom sɛ fangoo boɔ ayɛ den wɔ ɔman yi mu baabiara deɛ, nanso ɛsɛ sɛ aban no hunu sɛ ɛpokorɔ adwuma no nte sɛ nnwuma nkaeɛ no a wɔtumi yɛ no berɛ biara no.","The group continued that, they agree that the price of the fuel is expensive but the government should subsidies the price for them because seasonal variation of their work","Some of the issues the group raised in the discussion, they said, they believe that the cost of fuel has become expensive everywhere in the country, but the government needs to understand that the petroleum sector is not like other jobs that can be done at any time.",0.66015625
"Nipa no bɛtaa adwonsɔ bebree, afei sukɔm ne ɛkɔm taa di no ntɛntɛm so.","The person will have much frequent urinal discharge, then frequent thirst and hunger.","The person caught many fish, but now thirst and hunger frequently trouble him.",0.4140625
"Wɔkyerɛ sɛ, yei bɛtumi aboa ama dwonsɔtwaa mu yareɛ a apemfoɔ taa nya no, wɔatumi akwati.","This is said to help prevent urinary tract disease, which is common in pregnant women.",They indicate that this could help prevent thousands of people from contracting a disease that they commonly suffer from.,0.4501953125
"Nanso sɛdeɛ ɛbɛyɛ a wobɛhunu wo gyinabea ntɛm nti, bɔ mmɔden hunu wo dɔkota ntɛm so berɛ a wobɛhunu badwoa yi no, na woatumi ako atia yadeɛ no ntɛm so.","But in order to know your status quickly, try to see your doctor as soon as you notice these symptoms, so that you can fight the disease quickly.","But in order to find out your status quickly, try to see your doctor as soon as you notice this lump, so that you can fight the disease early.",0.73876953125
N’abusua ne n’agyapadeε.,His family is his properties.,His/her family is his/her inheritance.,0.7216796875
"Afei nso, ɛsɛ sɛ wɔyɛ nhwehwɛmu kɔ akyiri na wɔhunu sɛdeɛ ɔmanfoɔ asetena teɛ, na ama wɔatumi de nneɛma a ɛbɛma wɔn astena atu mpɔn no ama wɔn.","and again, they have to do a comprehensive research to know more about the life of the people, so it can guide them to provide good developmental project for the people.","Now also, they need to do research going back to find out how the citizens' living conditions are, so that they can provide them with things that will improve their living standards.",0.6669921875
"Kwadu so mfasoɔ foforɔ nso ne sɛ, ɛwɔ nnuanennuro bi a wɔfrɛ no faeba a ɛboa si ayamtim ano kwan.",Another benefit of quail is that it contains fiber which helps prevent asthma.,Another new benefit of banana is that it contains certain compounds called flavonoids which help to prevent stomach ulcers.,0.28564453125
Afei yɛhunu bamkyiniɛ a Nyankontɔn ahosuoa ahodoɔ no bi wɔ mu a na ɛkyerɛ bɛn a saa hene no ne ne man bɛn Onyankopɔn.,A king's umbrella bearing some colors of the rainbow denotes the closeness of that king and his people to God.,Now we will see some of the various characteristics that the rainbow contains and what they indicate about the relationship between that king and his people before God.,0.74658203125
"Nwiram adwuma binom te sɛ kuayɔ, ahayɔ ne abɛtwa ne adwuma titire a na yɛn nananom yɛ.","Our ancestors worked primarily in the forest doing things like farming, hunting, and tapping palms for wine.","Some farming activities like weeding, harvesting and palm nut cutting were the main work that our ancestors did.",0.7822265625
"Okuani bi a wɔfrɛ no Stephen Beyuo bɔ abubuo aberɛ nyinaa sɛ, deɛ ɛsoso no adaeɛ bɔne wɔ kuayɛ mu ne sɛ ɔbɛyɛ awie ama nnɔbaeɛ no aba na ɔnnya kaa mma no nkɔfa, ɛsiane kwan no nti.",A farmer named Stephen Beyuo always laments that his worst nightmare in farming is to finish the crop and not have enough money to take it because of the road.,"A farmer called Stephen Beyuo always complains that what worries him most in farming is that he will finish working to get the harvest and then not get vehicles to come and carry it, because of the road.",0.89013671875
"Martin Kpebu a ɔyɛ ankorɛankorɛ mmaranimni a ɔrepem so sɛ ɛsiane ahokyerɛ ne ahohiahia a ɛrekɔ so wɔ Ghana nti, Ↄmampanin Akufo-Addo bɛsiane afiri ne dibea no so na ɔtaa saa atuateɛ yi akyi.","Martin Kpebu, a private legal practitioner, is pushing for the resignation of President Akufo-Addo over Ghana’s current economic woes.","Martin Kpebu, a private legal practitioner who is pushing for President Akufo-Addo to step down due to the ongoing hardship and suffering in Ghana, has backtracked and is now supporting this decision.",0.7392578125
"Awodeԑ ano no wᴐ ᴐfa bi a ԑwᴐ ᴐkwan a ԑda kᴐ “ᴐbaa” no kwan no mu, ne deԑ ԑda awodeԑ no kwan no mu ankasa.","The cervix is located on the side of the opening to the “woman’s” opening, and the one that actually lies inside the opening of the birth canal.","The entrance of the vagina has a part that is on the path leading to the ""woman's"" path, and that which is on the path of the vagina itself.",0.55126953125
"Ɔhaw foforɔ nso ne sɛ, ɔbaa bi anhunu yadeɛ yi mu biara ntɛm ansɔ ano na ɔde nyinsɛn a, ɛbɛtumi anya nsunsuansoɔ wɔ abɔfra a ɔnyem noɔ no so ma mpo ɛtumi bɔ akɔkoa no anifira berɛ wawo noɔ no.","Another problem is that, if a woman does not detect any of these diseases early and becomes pregnant, it can affect the unborn child and even cause blindness at birth.","Another problem is that, if a woman does not recognize the symptoms of this disease early enough and she becomes pregnant, it can have complications on the unborn child and can even cause the baby to be born blind.",0.892578125
"Ↄkyerɛ mu a, ɔman no asie sika kɔkɔɔ pii a wɔbɛtumi de adi nsesa agye fangoo sɛdeɛ ɛbɛyɛ a fangoo boɔ a ahuri kɔ soro no so bɛte.","He explained that, the country has enough gold to trade for oil in order to reduce the hike in the price of oil.","In summary, the country has reserved a lot of gold that can be used to buy foreign exchange in order to stabilize the exchange rate should the value of the foreign currency rise.",0.6611328125
Nsuo fitaa bi firi wɔn ase ba.,there is whitish water color coming from their vagina.,Some white liquid comes from beneath them.,0.60888671875
"Deɛ nti a ɛte saa ne sɛ, sohyia midia rekyerɛ mmabunu dodoɔ no ara ɔbra a aporɔ na ɛmfata Ɔkani ba.","This is because, social media is training the most of the youths a life which doesn't fit an Akan child.","The reason why it is so is that, social media is showing the majority of young women a lifestyle that is foreign and unbecoming of an African child.",0.60986328125
"Ɛtɔ da mpo a, na wɔtumi de nkyene gu mu toto we no saa ara.",Sometimes it could even be eaten with salt in the same way.,"Even on the day it falls, they can still add salt to it and chew it just like that.",0.64453125
Saa dwumadie yi kɔɔ so ara nyinieε ama mpo εnnε wokɔ aman ahodoɔ so na wobɔ saa dwumadie no din a afoforɔ bεhunu dwumadie korɔ.,This service continued to grow so that even today you go to different countries and mention the name of the service that others will see the same service.,This work continued to grow so much that even today you can go to different countries and mention the name of this work and others will recognize the same work.,0.51904296875
"Sɛ saa nnipa baanu yi bu wɔn ani gu wei so ware a, mmɔfra baanan a wɔbɛwo biara mu no, ɛmu baanu gyɛnotaopo bɛyɛ AS (deɛ ɛho ate kyema kakra), na baanu a aka no nso deɛ ayɛ SS (deɛ ate kyema pa ara).","If these people get married, with all the four children they will produce, two of them will have AS genotype ( half defect), and the other two will be SS ( full defect).","If these two people decide to marry each other, out of every four children they will have, two will be AS carriers (which is relatively mild), and the remaining two will be SS (which is the most severe form).",0.71533203125
"Ԑno nti, ԑhia pa ara sԑ wode nnuane a ԑbԑboa ama w’adene no asi pi asi ta bԑka wo nnuane ho.",That is why it is very essential to include foods that helps the brain in your diet.,"Therefore, it is very necessary that you include foods that will help your kidneys function properly in your diet.",0.3759765625
"Kane a na akuafoɔ mfa nnuro ngugu wɔn nsase ne wɔn nnɔbaeɛ so no, na wɔtumi nya nhabamma, atosodeɛ ne nnuaba binom di de sa wɔn ho yareɛ.","In the past, farmers did not apply pesticides to their lands and crops, and they could eat certain vegetables, fruits, and herbs for healing","When farmers did not apply medicines on their farms and crops, they were able to get some leaves, roots and fruits to cure their illnesses.",0.78173828125
"Sԑ mfidie mu nkanea ne ᴐhyew kᴐ obi mu pii a, ᴐnya ayamkuro.","If too much outdoor light and heat gets into a person, he gets a cold.","If electrical sparks enter someone's body frequently, they will get cancer.",0.372802734375
"Afei nso, sɛ wohunu hankɛkyifu a bese, nkosua, aburo, ɛmo ne nneɛma binom a ɛtete saa gugu soɔ wɔ nkwantannan so a, na ɛreka sɛ obi abɛyi ne tiri mmusuo.","Another sign of a ritual to banish ill luck was a handkerchief placed near a four-way intersection containing kola nuts, eggs, corn, rice, and other similar foods.","Now also, if you see scattered cowries, kola nuts, eggs, corn, rice and some other things like that scattered at a crossroads, it is saying that someone has come to remove a curse from their head.",0.6708984375
"Yei nti, na wɔde yɛ nkwan binom te sɛ abunuabunu ne abɛnkwan.","For this reason, it was used in some dishes such as bread and butter.","Because of this, it is used to make some soups such as egusi soup and palm nut soup.",0.56201171875
Wei na yɛfrɛ no sɛ kooko no.,This is what is referred to as piles.,This is what we call the porridge/red.,0.424560546875
Nsɛnkyerɛnne a ɛkasa a anka yɛde di dwuma kane no nhyɛ da nni hɔ bio nanso ɛnkyerɛ sɛ wɔmfa nni dwuma koraa bio.,"Nonverbal communication that was used in the past is not really there anymore; however, that does not mean that it is no longer in use.",The syntax that was previously used for speech no longer exists but that does not mean it should not be used at all anymore.,0.529296875
"Ɛnnɛ nso, nnipa binom ahyɛ da afa abɛɛfo kwan so ayɛ mfuo a wɔde yɛn akɔkono tɔn ma nkurɔfoɔ kɔtɔ di.","Today, some people have used technology to make farms for palm weevil larvae production where people go and buy from.","Today again, some people have set aside a day to use the abattoir route to sell our hearts to the villagers to buy and eat.",0.330078125
"Kae sɛ, saa yadeɛ a yɛreka ho asɛm yi nka nyarewa a yɛnya firi nna mu nkitahodie mu, ɛfiri sɛ ɔbaa bi bɛtumi anya yadeɛ yi wɔ berɛ a ɔne barima biara nhyiaa wɔ nna mu da.","remember that, this disease that we are talking about is not part of sexually transmitted diseases, because a woman can contract this disease even when she had not had any sexual affair with any man.","Note that, this disease we are talking about is not an illness that we get from sexual contact, because a woman can get this disease even if she has never met any man sexually.",0.87646484375
Afei te asikyire nnuanedie nso so. Yei ne kakra a yɛbɛtumi asua afa dwonsɔtoa a ɛkyi nsuo no ahonhono ho.,Then sit on the asikyire diet as well. Here is a little we can learn about the inflammation of the urinary tract.,Now it also applies to sugary foods. This is a little that we can learn from the rejection of sugary drinks.,0.2230224609375
"Ɔbaapanin no de ne nsateaa akyerɛkyerɛkwan no di kan bɔ nsa no mu de ka abɔfra no kɛtrɛma so ka sɛ, ""Asomasi (Ɔbɔ abɔfra no din a wɔde ato dwa no frɛ no), wohunu sɛ ɛyɛ nsa a, ka sɛ nsa na nse sɛ ɛyɛ nsuo.""",the old woman dips her finger in the alcohol and use it to touch the tongue of the child and say if u see alcohol say alcohol don't say its water.,"The old woman first dipped her fingertips into the drink and touched it to the baby's lips, saying, ""Asomasi (She calls the baby by the name that has been publicly given to him), if you taste that it is drink, say that it is drink and not water.""",0.69873046875
"Ɛnnε, yεnhunu saa nneεma yinom nyinaa bio εfiri sε yεmfa saa mmara no nyε adwuma seesei.","Today, we don't see all these things because we no longer abiding by these laws.","Today, we will not see all these things again because we are not using those laws now.",0.76904296875
"Wotumi hwɛ w'adidie mu yie na wodi nnuane pa a, ɛbɛboa ama w'adwene no ayɛ adwuma yie ɛfiri sɛ, wobɛtumi asusu nneɛma ho yie na wobɛtumi nso akae nneɛma ntɛm.",Being able to control your diet and eat healthy foods will help your mind to work better because you will be able to think clearly and remember things faster.,"If you take good care of your diet and eat nutritious food, it will help your brain function well because you will be able to think clearly and also remember things quickly.",0.8349609375
"Abᴐdeε mu nyansapε adesua kyerε sε, mframa a εfiri nnua ne aduadeε mu no na nnipa home kᴐ ne mu, na nnua ne aduadeε nso ahome deε nnipa home ba abᴐntene no.","Scientific study shows that the air from trees and plants is breathed in by humans, and the air from humans is breathed in by trees and plants.","The study of nature's wisdom shows that the air that comes from trees and plants is what humans breathe in, and trees and plants in turn breathe in what humans breathe out.",0.837890625
"Nanso ayamtim a aba onipa bi so atenaseε na ayε sε yadeε koankorᴐ no kyerε sε, akwaa no ahodoᴐ a εboa yam aduane a yεdie no ma no yε adwuma no nyε adwuma sεdeε anka εsε sε εyε.","However, the presence of constipation as a chronic disease means that the various organs that help digestion are not working as they should.",But the inflammation that has come upon a person's gut lining and has become like a chronic disease means that the various types of bacteria that help digest the food we eat are not functioning as they should.,0.6630859375
Sɛ ɛkɔba no saa a agye sɛ ɔsoa nneɛma no wɔ n’apampam de kɔ dwa so anaa de kɔ fie.,If that happens he has to carry the items on his shoulders to the market or home.,"If it comes to that, except that he carries the goods on his back to the market or to the house.",0.72900390625
"Afei sɛdeɛ na wɔde ntoma binom bu nnipa binom bɛ no so ate, obi de ntoma no fɛ na ɛfira, na mmom ɛnyɛ ne din.","Also, the art of communicating with someone using symbols from the prints in a cloth has reduced; people wear the cloth based on how nice it is, not its name.","Now as for how some people are respected because of certain clothes, some people it is the beauty of the cloth that stands out, and not their name/reputation.",0.472900390625
Mogya a nananom hwie guiɛ nya de too hɔ maa yɛn,The blood shed by the ancestors got laid down for us,The blood that our ancestors shed and used to establish this place for us,0.64501953125
Kyɛ ma afoforɔ nso nhunu saa mfasoɔ yinom bi.,Share for others to benefit from these vital information.,Share so that others can also see some of these benefits.,0.615234375
Megye di sɛ woahunu sɛ mfasoɔ bebree wɔ bragorɔ so pa ara.,"Certainly, the rite of menarche holds significant benefits for young women and you will agree with me as well",I believe you have seen that there are many benefits in marriage indeed.,0.3603515625
"Wɔn nnyesoɔ ne “Ofori-na”, anaa “Ofoona”.","their response is ""Ofori-na' or ""Ofoona"".","Their surname is ""Ofori-na"", or ""Ofoona"".",0.64892578125
