text,ref,translated,similarity_score
"Deɛ ɛtwa toɔ no, sɛ wotaa di aduaba yi a, ɛbɛboa ama wo nipadua no atumi ako atia yareɛ koankorɔ binom na asane nso ama nipadua no fa a ɛko tia nyarewa no atumi ayɛ adwuma yie.","Finally, regular consumption of this fruit will help your body fight off certain diseases and also improve the immune system.","In addition to that, if you regularly eat this fruit, it will help your body to fight some diseases and also enable the part of the body that fights diseases to function well.",0.94677734375
"Ebinom fa nneyɛeɛ a ɛsɛ sɛ yɛda no adi ma yɛn nsa ka apɔmuden pa ho, ebinom fa nnuane a ɛsɛ sɛ yɛdi, nnuro a ɛsɛ sɛ yɛtumi fa ne dodoɔ a ɛtwa sɛ yɛde kɔ yɛn nipadua mu ho.","Some are about the behaviors we need to exhibit to achieve good health, others are about the foods we need to eat, the medications we need to be able to take and the amounts we need to take into our bodies.","Some are activities that we should demonstrate to keep our bodies healthy, some are foods that we should eat, medicines that we should be able to take and the right dosage that we should use to administer to our bodies.",0.82763671875
"Ɛbinom nso wᴐ hᴐ a sε wᴐdi aduane a wᴐn yafunu mpε anaa εnyε mma wᴐn yafunu a, εma wᴐnya ayamtim anaa εma wᴐn ayamtim yε kεse.",There are others who develop or aggravate asthma when they eat foods that their stomachs do not like or are not suitable for their stomachs.,"If you are not eating well or you have not eaten well or you have not had a good meal, you will not have the strength or you will not be very strong.",0.1900634765625
Ayaresabea nyɛ fie.,Hospital is not like home.,The hospital is full.,0.578125
"Ɛwom, obi nhyɛ da ntwɛn sɛ yadeɛ bi bɛba ne so, anaasɛ ɔnyɛ obiara pɛ me sɛ ɔbɛkɔ mmerɛyɛ mu.","Although nobody lives to await sickness, nor wishes to fall sick or become weak.","My dear, nobody should be surprised if some sickness comes upon him, or if nobody wants me to go into labour.",0.486328125
"3. Wɔ Bono Mantam; Baka a ɛwɔ Bui, Nsuo mu ban a ɛwɔ Bui.","3. In Bono County; Baka at Bui, Water fence at Bui.","3. In Bono Region; Baka in Bui, Dam in Bui.",0.81103515625
"Wɔtumi dua ntɔmmɛ, aborɔbɛ anaasɛ kwadu wɔ wɔn mfuo no ano de to hyeɛ.","They can create these boundaries with pineapple, banana, or any such plant.","They can plant maize, cocoyam or plantain at the border of their farms as a demarcation.",0.61669921875
Ɛbεboa yεn Abibifoᴐ yi nso ama yεahunu sε adeε titire a εde ewiem nsakraeε ba ne nnua mu kaabᴐn a εnni soro wᴐ yεn nsase soᴐ no.,It will also help us Africans to recognize that the main cause of climate change is the lack of carbon dioxide in our lands.,The struggles of our African brothers have also made us realize that a major factor that brings about drastic changes in the trees and vegetation cover on our land is deforestation.,0.54833984375
"Nnipa bebree na kɔ kommyɛ mu ɛnam yadeɛ a ɛteetee wɔn nti, ɛno nti metu wo fo sɛ, ma w'apɔmuden ho nhia wo.","A lot of people turn to be depressed when suffering sickness. Hence, you're advised to be very vigilant about your health.","Many people have fallen sick because of the disease that is rampant, so I am advising you to take care of your health.",0.6591796875
"Saa nneyԑeԑ yi si nnuannennuro a ԑwᴐ aduane no mu no kwan, na ԑmma no nnyԑ deԑ ԑsԑ sԑ ԑyԑ wᴐ nipadua no mu.","These processes interfere with the absorption of nutrients in the food, preventing them from doing what they should in the body.","When he finished eating the food in the room, he didn't even wash his hands before going to the toilet, and he didn't even clean the toilet after using it.",0.198974609375
"Nanso deɛ ɛteɛ ne sɛ, ntoma ankasa deɛ, n'abɔseɛ mfiri Akanman mu.",But the fact is that the cloth itself is not of Akan origin.,"But the truth is, as for the cloth itself, its origin is not from Akanman.",0.89404296875
"Wᴐkyerε sε, berε a mfifideε de kaabᴐn yi sie no yε adeε a nsesan ne nwura ahodoᴐ binom a wᴐnyini wᴐ mmerε binom mu deε no yε tia, εna nnua a afe biara wᴐnyini no nso deε ware kakra.",It is shown that the storage time of this carbon by plants is shorter than that of some seasonal weed species and slightly longer than that of annual trees.,"It is true that, if we look at the number of cocoa bags that were purchased last year and this year, it is clear that there is a slight increase, and the number of farms that are being created is also gradually increasing.",0.20654296875
"Ɛte sei deɛ a, ɛnneɛ adɛn na awofoɔ binom bu wɔn mma abam ma wɔhunu wɔn ho sɛ mfasoɔ biara nni wɔn so yi?","Why, then, do some parents discourage their children for them to feel worthless?","Is this not so, that is why some parents are treating their children badly so that they can see that they are of no use to them?",0.65478515625
Wei maa no bɛfaa n’adwomfoɔ no bi kɔkaa ho maa wɔkyerɛɛ Asanteman adwinneɛ.,This made him to come and pick some of his people to add up and to teach Asanteman sense.,Some chiefs and some of their musicians joined in to display the artistic skills of Asanteman.,0.458740234375
Kwan a Obi Bɛtumi Afa so Abɔ ne Ho ban a Ne Dwonsɔtoa a Ɛkyi Nsuo Ho Nka.,How to Protect Yourself Without Sensitivity to Water-Averse Bowel,When Obi Beta can take care of himself then his worry about the water behind will be reduced.,0.279541015625
"Tɔfabɔ mu no, ahwɛgorɔ yi fa aberanteɛ bi a wɔfrɛ no Isaac ho, Ɔyɛ ɔbarima bi a n'afipamfoɔ nyinaa pɛ n'asɛm pa ara.","In part, this play is about a young man named Isaac, He is a man who is very popular with all his neighbors.","Meanwhile, this drama is about a young man called Isaac, a man whose friends all love him so much.",0.75244140625
"Mo mmienu nyi nna bi nsi hᴐ a mode bԑyԑ biribi soronko koraa; sԑ ԑyԑ agodie, mpaebᴐ, anaa sԑ morekᴐgye moani abᴐ mu wᴐ baabi soronko bi wc berԑ soronko bi mu.","Set aside days for the two of you to do something completely different; whether it is playing, praying, or having fun together in a special place at a special time.","The two of you are like two different worlds; whether it's agodie, mpaebɔ, or even if you are just joking, it ends up being different somewhere, at a different time.",0.3056640625
Ɛnneɛ adɛn na wonkyɛ mma afoforɔ na wɔn nso nnya mu kyɛfa?,So why not share it with others so they can share in it?,Why do you work for others and they too don't get a share of it?,0.4287109375
